"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jun 01 15:09:36 UTC 2023","Thu Jun 01 15:09:56 UTC 2023","20077","tests.trajector","User portal login","TestLogout","","","Logout","Logout from trajector user portal
"
